id,Age,Gender,Education,SES,FO,MO,FI,FS,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Smokernonsmoker,PARQF01_R,PARQF02,PARQF03_R,PARQF04,PARQF05,PARQF06,PARQF07,PARQF08,PARQF09_R,PARQF10,PARQF11,PARQF12_R,PARQF13_R,PARQF14,PARQF15,PARQF16,PARQF017_R,PARQF18,PARQF19_R,PARQF20,PARQF21,PARQF22_R,PARQF23,PARQF24_R,PARQM01_R,PARQM02,PARQM03_R,PARQM04,PARQM05,PARQM06,PARQM07,PARQM08,PARQM09_R,PARQM10,PARQM11,PARQM12_R,PARQM13_R,PARQM14,PARQM15,PARQM16,PARQM17_R,PARQM18,PARQM19_R,PARQM20,PARQM21,PARQM22_R,PARQM23,PARQM24_R,PAQ1,PAQ2,PAQ3,PAQ4,PAQ5,PAQ6,PAQ7,PAQ8,PAQ9,PAQ10_R,PAQ11_R,PAQ12,PAQ13,PAQ14_R,PAQ15,PAQ16_R,PAQ17,PAQ18,PAQ19_R,PAQ20_R,PAQ21,PAQ22,PAQ23,PAQ24_R,PAQ25_R,PAQ26,PAQ27,PAQ28_R,PAQ29,PAQ30,PAQ31,PAQ32,PAQ33_R,PAQ34,PAQ35,PAQ36,PAQ37,PAQ38_R,PAQ39_R,PAQ40,PAQ41_R,PAQ42_R,PPQ1,PPQ2,PPQ3,PPQ4,PPQ5,PPQ6,PPQ7,PPQ8,PPQ9,PPQ10,PPQ11,PPQ12,PPQ13,PPQ14,PPQ15,PPQ16,PPQ17,PPQ18,PPQ19,PPQ20,PPQ21,PPQ22,PPQ23,PPQ24,PPQ25,PARQFatherTotal,PARQMotherTotal,PeerPressureTotal,PersonalityTotal,PRE_1,PGR_1
1,1,0,1,2,2,0,3,1,1,1,1,1,1,1,1,3,1,1,4,2,2,4,3,4,4,1,2,4,3,2,2,4,3,3,4,2,3,4,1,3,2,2,2,3,1,2,2,1,1,3,2,2,4,4,2,3,2,3,2,3,2,1,4,2,3,3,3,4,4,4,3,3,4,3,1,3,3,3,3,4,2,4,4,3,1,3,3,4,2,4,4,3,3,3,4,4,1,1,3,2,3,3,3,1,2,1,2,4,2,4,5,2,5,4,2,2,3,4,4,2,2,3,4,2,2,2,1,2,4,4,2,2,61,55,73,121,.883805426938077,1
2,1,0,1,2,2,0,3,1,1,1,1,1,0,1,1,1,1,1,4,2,3,2,4,3,2,1,4,1,1,1,4,3,2,2,4,1,4,2,1,4,1,2,2,3,2,1,1,2,1,2,1,1,4,3,1,2,3,2,2,2,2,1,3,1,3,4,4,4,3,4,3,3,4,1,2,2,4,4,4,3,1,4,4,1,2,4,1,3,1,4,4,4,1,1,3,3,3,1,4,3,3,1,2,3,2,3,3,4,5,2,1,5,2,4,1,1,4,5,2,2,5,1,4,2,4,4,4,4,4,2,5,4,53,45,81,118,.85783890516037,1
3,2,0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,3,2,4,1,4,2,1,1,3,4,4,1,2,1,3,3,1,3,1,1,1,4,2,1,2,1,1,3,1,1,3,1,1,1,2,4,1,1,2,1,2,1,2,3,3,3,3,4,4,3,3,3,3,4,3,3,2,4,1,3,2,2,1,3,3,3,2,2,4,2,4,1,3,3,2,1,2,3,4,3,3,3,4,1,1,5,2,4,5,2,1,4,4,3,2,5,2,2,4,4,1,4,4,2,2,2,4,4,4,3,54,39,79,114,.870879033332295,1
4,2,0,2,1,3,0,2,0,1,1,0,1,0,0,5,2,1,1,2,2,3,4,2,3,1,1,3,1,2,2,3,3,3,2,3,3,2,2,2,2,2,2,4,3,2,3,2,1,1,3,2,1,4,4,2,1,3,3,4,3,3,3,4,1,3,1,3,3,4,3,4,4,1,3,2,2,4,1,3,3,3,3,4,2,1,3,3,3,2,4,4,3,4,1,4,3,4,3,2,1,1,3,3,2,4,3,2,4,3,2,4,2,1,4,2,4,4,4,4,4,2,4,1,1,4,4,1,4,4,4,4,1,49,61,76,116,.244398943253573,0
5,2,0,2,1,2,0,3,0,0,1,0,1,0,1,1,3,1,1,4,3,2,1,4,3,4,2,2,3,2,2,3,3,2,3,3,3,3,4,1,4,1,1,1,3,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,3,4,3,1,3,4,3,3,2,3,4,3,3,3,4,1,4,4,4,2,2,2,1,4,4,3,2,2,2,3,3,1,1,3,3,4,1,2,2,1,4,2,1,4,2,2,1,4,4,2,4,2,4,2,4,4,4,5,5,2,2,1,5,2,4,4,2,58,35,76,113,.934979262757278,1
6,2,0,2,1,0,0,3,1,0,1,0,1,1,1,1,6,1,1,4,2,2,3,3,4,1,1,4,4,1,2,4,2,3,2,4,2,3,3,1,4,1,2,4,4,3,2,2,2,1,3,1,2,3,4,2,1,3,2,3,3,2,2,3,1,3,2,4,2,3,3,4,4,2,2,3,3,4,4,2,4,1,2,3,2,2,3,2,2,4,4,4,4,1,2,4,3,3,2,1,3,3,1,1,2,3,2,2,4,5,4,4,4,5,2,2,4,4,4,2,4,4,4,2,2,4,4,1,4,4,3,4,3,55,56,87,112,.705988768661631,1
7,2,0,2,1,2,0,2,0,0,1,1,0,0,1,1,7,1,1,2,3,3,2,2,2,3,2,4,3,2,2,4,3,3,1,4,2,4,3,1,4,1,2,2,3,2,1,2,1,2,2,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,3,4,3,2,4,4,3,1,1,1,3,4,2,1,4,4,4,1,1,4,4,1,3,4,3,3,2,1,4,4,2,1,1,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,57,46,95,114,.956983469051107,1
8,1,0,1,1,2,0,3,1,0,0,0,1,1,1,1,6,1,1,4,2,2,4,2,3,3,1,2,2,1,1,4,2,4,2,2,2,3,3,1,1,2,2,1,3,2,1,2,1,1,2,1,1,3,2,1,1,2,2,2,2,2,1,2,2,2,3,2,4,4,3,4,3,3,3,1,3,4,3,2,4,1,3,3,3,1,3,3,3,3,4,3,3,3,2,4,4,2,3,1,3,2,2,3,2,4,2,1,4,2,4,4,4,2,4,2,5,3,4,4,4,4,4,2,2,4,2,5,2,5,2,4,3,50,40,85,117,.87296926973357,1
9,1,0,2,1,2,0,3,0,0,0,1,1,0,1,1,7,1,1,4,3,2,1,2,2,3,1,2,4,1,1,3,2,3,2,3,2,3,3,1,3,2,1,1,2,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,4,3,3,4,3,3,4,2,3,1,3,4,4,1,3,3,3,4,4,4,2,3,3,3,4,2,1,2,3,3,2,1,1,4,3,1,5,4,3,4,2,4,2,1,2,4,4,2,2,4,4,1,1,4,2,1,1,4,4,4,4,51,30,73,119,.911496056926817,1
10,1,0,1,1,2,0,3,1,0,0,0,0,1,0,1,1,1,2,4,4,4,2,3,3,2,4,2,3,4,2,2,3,4,3,3,4,2,3,4,3,4,1,1,3,2,3,2,2,1,1,2,4,1,1,2,4,1,1,1,1,2,2,1,1,1,3,2,4,4,4,3,3,3,2,3,2,3,3,2,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,1,4,3,2,4,2,4,2,4,2,4,3,4,5,2,2,4,3,2,4,2,4,2,4,2,3,4,4,2,69,39,78,116,.992202617904739,1
11,2,0,2,1,3,0,3,1,1,0,0,1,1,0,1,7,1,2,3,4,1,4,1,3,4,3,1,3,3,3,1,2,2,3,1,3,4,4,3,3,4,2,2,2,1,1,1,3,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,3,2,3,4,4,2,1,3,3,3,1,3,2,4,2,3,3,2,2,2,1,3,4,3,4,2,2,2,3,3,2,1,2,3,2,1,3,2,1,3,2,5,4,3,4,4,4,2,4,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,2,1,59,36,87,103,.919953450367833,1
12,2,0,2,1,0,0,3,0,1,1,0,1,1,1,1,1,1,3,4,4,3,2,2,2,2,3,2,2,3,4,3,3,3,3,3,3,2,3,4,4,3,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,1,4,4,3,2,3,2,3,1,3,4,2,2,3,2,3,4,1,2,3,4,3,2,2,3,1,1,5,3,4,2,4,4,2,4,5,4,2,4,1,5,4,2,4,2,2,1,3,4,2,4,3,64,42,80,113,.968709242337776,1
13,2,1,2,2,0,1,3,0,0,1,0,0,1,1,1,5,1,2,2,4,4,3,4,4,1,4,4,3,4,4,4,1,4,4,1,4,1,4,4,1,4,1,1,3,2,1,4,2,1,1,3,1,1,1,1,1,2,1,1,1,1,3,1,2,2,4,4,3,4,4,4,2,4,4,1,1,2,4,1,4,1,3,4,1,1,2,1,4,3,4,4,4,2,1,4,3,1,3,1,2,3,1,2,1,4,1,2,5,5,5,5,3,5,2,2,2,4,5,3,2,5,3,2,2,2,5,1,1,2,4,4,4,67,36,83,109,.986917107515842,1
14,2,0,2,1,3,0,3,0,1,0,1,1,1,0,1,7,1,3,4,4,1,2,2,2,2,2,3,4,4,4,3,2,3,2,3,4,2,2,4,3,3,1,1,3,2,3,1,3,1,2,4,2,1,2,1,2,3,3,3,3,3,2,4,1,3,3,3,3,2,3,2,3,3,3,3,2,3,2,1,3,1,2,2,2,4,3,1,3,4,2,2,3,3,4,3,2,3,3,4,4,2,4,2,1,3,2,3,5,2,4,4,2,4,2,3,5,3,2,4,2,4,3,4,1,2,4,3,4,2,3,4,2,62,51,78,111,.857326170963594,1
15,2,0,1,1,2,0,3,1,0,0,0,0,0,0,2,4,1,2,2,3,3,3,4,3,2,2,2,3,3,3,4,3,2,3,3,2,3,4,4,4,3,1,2,2,2,2,2,2,4,2,1,2,2,1,2,3,2,3,4,2,4,2,2,2,1,2,3,3,3,2,3,3,3,3,2,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,4,4,2,4,3,4,2,4,2,2,3,4,2,4,4,2,4,4,2,4,2,4,4,4,1,64,50,79,104,.816341351607312,1
16,1,1,1,2,2,2,3,0,1,0,0,1,1,0,1,1,1,3,2,1,4,2,2,2,4,2,1,4,4,3,3,2,1,4,1,2,4,3,4,3,4,1,1,3,1,1,3,3,1,1,1,4,1,1,1,3,2,1,1,1,2,1,1,2,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,3,2,1,4,2,2,4,4,4,1,4,4,3,4,3,4,4,1,4,1,1,4,3,4,1,4,3,1,5,4,3,4,4,4,3,5,4,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,60,36,96,132,.998975197060314,1
17,2,1,2,1,4,0,3,0,1,1,0,1,1,1,1,7,1,2,1,3,1,4,2,2,3,3,3,4,3,2,4,4,2,3,3,3,3,4,3,2,2,2,3,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,3,3,2,3,2,4,4,3,4,4,1,3,3,2,2,3,3,3,2,4,3,4,2,2,2,4,4,1,2,2,3,3,3,1,4,4,4,3,2,3,1,2,4,4,3,2,2,3,4,4,4,3,4,5,4,4,4,3,2,3,2,4,4,2,4,4,4,62,37,86,117,.989208352964493,1
18,0,0,1,1,4,4,1,0,0,1,1,1,1,1,1,6,1,2,4,4,4,4,3,3,4,3,1,3,1,4,3,2,1,4,2,4,3,3,4,1,4,1,2,1,1,3,3,2,1,2,2,1,3,1,2,1,4,2,2,1,1,4,1,2,1,4,3,4,4,4,3,3,3,2,2,2,4,2,2,4,1,4,3,1,1,3,2,1,4,1,4,3,2,2,2,3,4,1,3,1,1,1,3,4,2,3,1,5,4,4,4,2,4,4,1,3,4,4,4,4,4,4,2,3,2,4,1,2,4,1,4,4,64,42,82,107,.946253645814258,1
19,2,0,2,1,3,0,3,0,0,0,0,1,0,0,1,4,1,2,1,4,1,2,4,2,1,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,4,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,4,4,1,4,1,4,4,4,4,3,4,4,4,4,1,1,4,4,4,1,4,4,4,3,4,4,1,4,1,4,1,1,1,1,4,1,1,1,4,4,1,1,4,4,4,4,1,4,4,4,1,1,5,4,1,4,2,1,4,1,4,1,4,2,1,4,2,2,4,5,5,5,71,45,75,121,.993322772325516,1
20,1,1,2,1,4,0,2,1,1,1,0,0,1,0,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,1,2,1,2,1,2,4,1,1,1,1,2,1,2,4,1,3,1,3,4,1,2,3,3,3,3,3,3,4,3,2,2,3,3,2,3,2,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,2,4,4,4,2,4,5,5,2,1,2,4,3,5,4,4,2,2,1,4,3,3,4,4,4,2,67,46,82,113,.977425874013926,1
21,2,1,2,1,2,0,3,0,1,1,1,1,1,1,1,4,1,2,1,4,4,4,4,3,4,3,4,4,1,4,4,3,1,3,1,4,1,4,4,1,4,1,3,2,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,4,1,1,1,4,3,4,4,3,4,4,2,2,1,3,3,4,3,2,1,1,2,3,4,4,2,4,3,3,4,4,4,3,4,4,2,1,3,2,2,1,3,1,4,3,1,5,5,5,2,2,2,2,2,2,2,5,4,4,1,2,2,2,4,2,4,5,4,4,4,1,65,33,77,119,.993057740854792,1
22,2,0,2,1,3,0,3,0,0,0,0,1,0,0,1,4,1,4,1,4,1,4,1,3,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,1,1,1,1,1,2,4,4,1,1,4,1,1,1,1,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,1,4,4,4,1,4,4,4,1,4,4,4,4,1,4,1,1,1,1,4,1,1,1,4,4,1,1,4,4,1,4,1,5,5,5,4,4,1,5,4,2,5,1,4,1,1,2,5,1,2,1,2,1,5,5,4,4,74,48,79,120,.995831456794484,1
23,1,0,1,2,2,0,3,1,1,1,0,1,1,1,6,3,1,2,4,2,2,2,3,4,3,1,3,2,3,1,1,2,1,1,4,2,3,1,3,2,2,1,2,2,2,1,3,2,3,2,1,2,1,4,1,1,4,2,4,3,1,4,4,1,1,3,2,4,3,2,3,4,3,3,2,2,4,2,3,3,1,2,3,4,3,4,2,3,3,3,4,1,4,1,3,3,2,2,2,1,3,2,2,2,3,3,1,1,4,2,4,4,4,4,2,5,1,3,1,5,4,5,2,4,4,2,4,2,4,2,4,5,49,50,82,110,.42281502137003,0
24,1,0,1,2,4,0,3,0,0,0,0,1,1,1,1,6,1,2,4,3,2,2,3,2,3,1,3,3,2,1,1,4,1,1,4,2,3,3,1,2,2,1,2,2,2,1,3,2,3,2,1,1,3,1,1,1,1,1,3,1,2,1,1,1,1,3,4,4,3,4,3,4,1,3,2,2,4,4,3,4,1,2,3,4,3,4,2,3,3,3,4,1,4,1,3,3,2,2,2,1,3,2,2,2,3,3,1,1,3,2,3,3,2,3,2,5,1,3,1,1,2,2,1,4,2,2,4,2,4,2,2,5,52,36,62,115,.63562824132777,1
25,1,0,0,2,0,0,2,0,0,0,0,1,1,1,8,6,1,1,2,3,3,3,4,4,2,2,3,2,2,3,3,4,3,3,2,2,3,2,4,3,3,1,2,1,2,1,1,4,2,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,4,3,2,2,3,2,2,4,2,2,3,4,4,2,3,3,4,3,3,2,2,3,2,1,2,2,1,3,3,4,4,2,4,3,4,2,3,3,3,4,3,2,1,3,3,3,5,2,3,4,5,5,2,1,5,1,4,4,5,4,3,2,3,5,2,4,4,59,30,83,117,.987732296524487,1
26,1,0,1,2,2,0,3,1,0,0,1,1,1,1,8,6,1,3,3,1,2,2,4,1,3,4,2,1,4,4,3,3,1,4,4,4,3,1,1,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,2,1,4,1,1,2,1,3,2,4,3,2,3,4,1,3,3,2,4,2,3,1,1,2,3,4,3,4,4,3,3,3,4,1,4,1,3,3,2,2,2,1,3,2,2,2,3,3,1,4,3,4,4,2,4,4,3,5,2,2,4,5,5,4,4,4,4,2,5,5,4,3,5,4,56,32,95,109,.974730801549943,1
27,2,0,1,1,4,0,1,0,0,1,1,1,1,1,1,5,1,1,1,4,1,1,2,4,3,3,3,4,4,1,4,4,1,2,3,1,4,4,1,1,1,1,2,3,1,1,1,3,1,2,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,2,4,4,3,4,2,4,3,4,4,3,4,3,4,4,3,1,4,1,3,4,2,4,2,4,3,2,4,2,2,3,2,3,1,1,1,3,4,4,4,3,1,4,3,4,3,3,3,5,3,4,3,3,4,4,2,3,2,3,2,3,2,1,1,2,4,2,53,32,73,123,.952387484020709,1
28,2,0,2,1,2,0,2,1,0,0,1,1,1,1,1,5,1,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,3,2,2,2,2,2,1,2,1,2,1,2,3,2,1,2,2,3,3,3,2,2,1,2,1,3,2,3,3,2,4,3,2,2,1,2,2,3,2,3,3,3,4,3,1,2,4,2,2,2,3,2,3,2,3,3,3,3,2,2,3,3,3,2,2,2,2,5,2,2,5,5,5,4,2,4,3,3,4,2,4,3,3,5,3,4,4,2,2,2,4,5,60,44,87,106,.90237351564453,1
29,2,0,2,1,4,0,3,1,1,0,0,1,0,0,1,6,1,2,3,3,3,3,2,2,3,2,2,2,3,2,2,4,3,3,3,2,3,3,2,2,2,1,1,1,2,2,1,1,1,1,2,1,3,1,1,3,1,3,3,4,1,1,1,2,1,3,3,3,2,3,3,1,4,3,3,3,3,2,3,2,2,2,4,2,2,2,4,3,4,3,2,1,3,2,2,1,2,2,3,3,2,1,4,3,3,3,2,3,3,3,4,4,3,3,4,3,2,2,3,3,4,4,4,2,4,5,1,4,4,4,4,5,57,38,85,108,.910750453897835,1
30,2,0,2,1,2,1,3,0,0,1,0,1,1,1,1,7,1,1,2,2,2,2,3,2,2,1,2,3,3,1,3,2,2,2,1,2,4,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,3,4,3,3,4,4,2,4,2,3,3,4,2,3,3,1,3,3,3,4,2,2,3,4,3,1,4,1,3,4,3,3,2,1,2,2,3,2,4,4,1,2,2,3,2,2,1,2,3,2,1,1,2,4,3,3,2,2,2,2,1,1,1,3,3,3,44,27,53,117,.364636544161629,0
31,2,0,2,1,0,0,3,0,0,0,1,1,0,0,1,1,1,2,1,2,4,4,3,3,3,4,2,4,4,1,1,4,4,1,4,1,3,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,1,4,4,3,2,1,4,3,4,4,2,3,3,3,2,4,4,3,2,1,4,4,1,2,3,3,3,2,2,2,3,2,1,4,3,3,4,3,2,2,4,3,3,3,2,3,4,3,4,3,4,3,2,2,2,3,3,3,58,29,75,124,.988947630129216,1
32,2,0,2,2,4,0,3,1,0,0,0,1,0,0,1,3,1,2,3,1,1,1,4,2,3,2,1,3,2,1,4,2,3,2,2,1,2,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,3,1,3,1,1,1,1,1,4,4,3,2,2,3,1,3,2,4,3,2,3,4,2,2,3,4,2,2,3,4,2,3,3,1,3,2,3,3,3,3,2,2,2,2,3,3,3,3,2,4,4,4,2,2,4,2,4,4,1,2,4,2,4,2,4,1,4,1,5,2,1,2,4,2,46,31,71,111,.543950366773876,1
33,2,0,2,2,2,0,2,0,0,1,1,1,0,1,1,7,1,1,2,4,3,4,4,4,2,2,3,4,1,1,2,4,3,1,2,2,1,4,2,1,2,1,4,2,1,1,1,1,1,1,2,1,4,1,2,1,1,1,2,1,1,3,1,2,1,4,1,4,4,4,4,4,1,2,1,3,2,4,3,1,2,1,4,3,2,4,4,4,1,4,4,4,3,3,1,4,2,3,2,1,1,2,4,1,4,4,1,5,5,2,5,2,4,2,2,1,4,2,3,4,1,2,3,2,4,2,3,1,2,2,4,2,54,36,69,115,.817490204930735,1
34,2,0,2,1,0,0,3,0,0,0,0,1,1,1,1,7,1,1,1,1,2,2,2,1,3,1,1,3,1,1,4,2,4,1,3,1,3,3,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,4,3,3,3,4,2,4,3,4,4,2,2,4,1,4,4,2,2,2,2,4,1,3,4,2,2,2,3,4,3,3,3,4,4,3,3,1,4,1,3,5,5,4,5,5,4,2,5,5,4,5,5,4,5,5,4,4,4,5,4,4,5,4,5,1,44,28,108,122,.988525222917444,1
35,2,0,2,0,4,0,1,1,0,1,0,1,1,1,1,5,1,1,4,1,3,4,3,4,3,2,4,4,3,1,4,3,3,3,3,1,3,2,1,4,2,1,1,1,3,4,3,1,1,2,4,3,1,1,4,3,2,2,4,2,2,4,3,1,2,4,2,4,4,4,3,1,4,4,1,2,4,4,1,3,3,3,2,1,1,2,4,4,2,3,2,3,3,3,2,4,1,4,3,2,3,2,4,2,4,2,1,5,4,3,2,3,3,2,3,4,3,1,1,2,2,3,2,5,1,4,3,5,1,2,1,5,61,54,70,115,.75974781563907,1
36,2,0,2,1,0,0,3,0,0,0,1,1,0,1,1,6,1,1,4,1,4,3,4,4,4,2,1,4,1,1,4,1,3,4,1,2,4,3,1,1,1,1,1,1,3,4,3,1,1,1,1,1,1,1,1,1,3,1,4,1,1,4,1,1,1,3,4,1,4,4,4,4,1,4,4,2,4,4,1,3,4,3,4,1,1,1,3,4,1,1,4,4,1,3,4,3,4,1,3,4,3,4,1,1,1,1,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,4,1,1,3,5,4,5,5,4,1,54,38,106,116,.988531923799483,1
37,0,0,1,1,2,0,0,0,1,0,1,1,0,1,1,3,1,4,4,3,2,3,4,3,4,4,3,3,2,2,2,4,3,1,4,1,1,4,4,3,4,1,1,2,1,1,2,1,4,4,4,2,1,4,4,1,4,2,4,2,2,4,3,3,1,4,1,4,4,3,4,3,3,1,1,4,4,1,1,3,1,3,4,4,1,3,4,4,4,4,4,3,3,1,4,1,4,3,4,3,4,4,4,1,4,3,2,3,2,4,5,3,1,5,5,3,1,3,5,5,1,2,5,1,3,1,3,1,5,5,5,3,67,57,80,125,.982119570762494,1
38,0,1,1,1,3,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,1,1,4,2,4,4,3,1,4,2,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,3,1,4,2,1,4,1,1,1,4,3,4,4,3,4,1,3,4,2,2,3,4,3,4,1,4,2,1,1,4,1,4,1,4,3,3,2,4,3,4,3,1,2,3,2,4,2,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,50,39,51,116,.293149628755772,0
39,1,1,1,1,0,0,2,0,0,1,1,1,1,1,1,1,1,1,4,1,4,4,3,1,4,1,1,4,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,4,4,1,1,4,4,4,1,4,4,4,4,4,4,4,1,4,1,1,4,1,4,1,4,1,1,1,1,1,4,5,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,4,4,3,44,26,47,132,.704696722751739,1
40,1,1,1,1,2,0,3,0,0,1,1,0,1,1,1,3,1,1,1,1,1,2,1,4,2,1,4,3,4,1,4,1,1,1,3,1,4,4,1,4,1,1,3,1,2,2,2,4,1,1,1,1,4,1,1,1,1,3,4,1,1,1,1,2,1,2,1,4,4,1,1,4,4,4,1,4,1,3,3,3,1,4,1,1,4,4,4,4,1,2,3,4,2,2,4,3,2,1,4,2,2,4,4,1,2,3,1,5,5,1,1,2,4,4,4,1,4,4,1,3,4,1,4,1,5,2,3,4,3,4,2,2,46,37,74,110,.431721574145814,0
41,2,0,1,1,4,0,1,0,0,1,1,1,1,1,1,5,1,1,1,1,4,3,2,2,3,4,1,4,4,4,2,4,3,2,2,2,1,4,2,2,1,1,1,1,3,1,1,1,1,1,2,1,4,1,1,2,1,2,3,1,1,1,1,3,1,4,2,3,4,4,1,4,3,1,2,4,3,4,3,4,3,3,3,2,2,2,1,1,4,4,3,1,4,3,2,2,1,4,3,1,1,1,4,3,3,1,1,5,4,1,1,1,4,1,5,4,4,5,5,4,5,1,3,3,3,3,3,3,3,3,3,3,53,35,80,109,.829522194695001,1
42,2,0,2,0,4,0,1,1,0,1,1,1,1,1,1,7,1,1,4,1,1,3,2,2,1,1,4,1,4,1,4,4,1,1,4,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,1,3,4,1,3,1,1,3,4,1,4,3,4,1,4,3,4,2,3,4,4,3,2,3,2,3,3,4,1,4,2,1,1,2,2,4,1,4,2,1,3,4,5,4,3,3,3,3,3,3,2,2,1,4,4,3,4,50,26,71,121,.931467588273392,1
43,1,0,1,0,4,0,1,0,0,1,1,1,1,1,1,7,1,1,2,1,3,4,3,3,4,2,3,3,3,1,1,3,4,3,4,2,3,3,3,2,3,2,1,3,2,3,3,3,1,1,2,1,2,1,3,3,2,3,2,3,1,3,3,3,4,3,2,4,2,1,4,4,4,2,3,2,2,4,3,4,2,3,2,1,2,2,3,2,3,3,3,1,4,4,2,2,4,2,2,2,3,2,1,3,4,1,1,2,3,4,5,5,3,3,4,4,3,3,4,4,3,3,4,3,3,3,5,3,3,3,4,5,60,52,89,108,.865675810815172,1
44,2,0,2,1,0,0,1,0,0,1,1,1,1,1,1,1,1,2,4,1,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,3,2,2,2,3,2,1,1,2,2,3,3,3,2,3,2,3,3,2,2,3,2,4,1,4,1,1,4,3,2,3,2,4,2,4,3,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,3,1,1,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,5,5,1,5,5,1,5,1,4,1,5,5,5,5,1,5,5,5,5,5,5,1,1,1,4,54,54,91,113,.791051478511796,1
45,1,0,1,1,0,0,2,0,0,1,1,1,1,1,1,7,1,1,1,1,4,3,4,1,4,4,3,4,1,4,2,1,3,1,4,2,3,3,1,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,3,1,3,1,1,1,1,2,3,4,3,4,4,4,1,4,1,2,3,1,3,3,1,3,3,2,1,4,4,4,1,3,2,3,4,1,1,4,3,3,1,1,2,3,4,1,4,1,1,1,4,5,4,4,2,5,2,2,2,3,5,4,5,3,2,3,2,2,2,3,1,2,5,4,55,31,77,107,.863864160705437,1
46,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,2,1,2,3,2,2,2,1,4,2,1,1,4,4,4,3,2,1,2,3,1,3,1,1,2,1,4,2,2,2,4,1,2,4,3,1,2,4,4,3,2,1,4,4,3,2,1,2,4,4,2,4,2,2,4,4,3,1,2,4,1,2,1,4,2,1,1,2,4,4,3,3,4,2,3,4,4,2,4,1,2,4,2,4,3,1,4,3,1,3,1,4,1,1,3,2,5,5,4,2,4,1,4,4,2,3,4,2,3,2,1,4,2,5,49,57,72,114,.21161382330642,0
